,id,name,address,zip_code,latitude,longitude,rating,review_count,cuisine
116,IErfGS0DASSJfYU73m0Sqg,Malatesta Trattoria,"649 Washington St, New York, NY 10014",10014,40.73285,-74.00847,4.0,1339,italian
117,l7OsDvMOO3ji3fg0nT0QzA,Tony's Di Napoli,"1081 3rd Ave, New York, NY 10065",10065,40.764385574147596,-73.96426247506157,4.0,820,italian
118,qhyll2gPT-gGDRP6JGn1aQ,Bice Cucina - Midtown,"62 W 55th St, New York, NY 10019",10019,40.7624702435463,-73.9768997892404,4.0,151,italian
119,zYaYXpmlo6QdnaPwuxWHhQ,L'Osteria,"1219 Lexington Ave, New York, NY 10028",10028,40.77704,-73.95721,4.5,21,italian
120,FXYsBqMu2q1dhJYQg_FfAA,Rosemary’s,"350 1st Ave, New York, NY 10010",10010,40.735097,-73.979074,4.0,205,italian
121,dhKZRnt3DwfSu48OdPDdvA,Pasta Louise Cafe,"803 8th Ave, Brooklyn, NY 11215",11215,40.666091,-73.9787254,4.5,238,italian
122,Z-QmxQZAJEy5GXqA82Bemw,Da Toscano,"24 Minetta Ln, New York, NY 10012",10012,40.730508,-74.001238,4.5,99,italian
123,9iC39Z1YjZKbrrCANgzBXg,Sergimmo Salumeria,"456 9th Ave, New York, NY 10018",10018,40.754296,-73.995498,4.0,719,italian
124,e6ic-qLMcaQLrAnHn2jgTw,La Pecora Bianca,"54 Prince St, New York, NY 10012",10012,40.72347420863732,-73.9963118,4.0,179,italian
125,aJJlY5xvqS180wtRIHEWqA,Cotenna,"21 Bedford St, New York, NY 10014",10014,40.72903,-74.00357,4.0,458,italian
126,MH08_pIRKsUSwfkVYxUE7w,Vinatería,"2211 Frederick Douglass Blvd, Harlem, NY 10026",10026,40.80668,-73.95395,4.0,599,italian
127,00V7oJIc_wZKM2cjGrL1HQ,Bar Cicchetti by Fabio Viviani,"113 W 24th St, New York, NY 10011",10011,40.743973307837564,-73.99300677914937,4.0,37,italian
128,OwDRIugcA4LkUuTRqpJsog,Naked Dog,"47 Java St, Brooklyn, NY 11222",11222,40.7312720665479,-73.9593493647979,4.5,272,italian
129,Q1_UvNyONsaVS_VC1mD9Dw,Osteria Cotta,"513 Columbus Ave, New York, NY 10024",10024,40.78554,-73.97263,4.0,1032,italian
130,VgIiCZoUnujSMZATByk77Q,The Meatball Shop - Hell's Kitchen,"798 9th Ave, New York, NY 10019",10019,40.7651804928198,-73.9874866666706,4.0,493,italian
131,KXhxtA_JDkCrujeyXvqsgQ,Canto,"117 Perry St, New York, NY 10014",10014,40.73512,-74.00671,4.0,122,italian
132,86StyWnuGaTuY6X2e3irOg,Alice Restaurant,"126 W 13th St, New York, NY 10011",10011,40.73710696813969,-73.99863114881475,4.0,106,italian
133,jnHbdsqlTKlPcmJ8BCP9-g,Via Carota,"51 Grove St, New York, NY 10014",10014,40.733148231901204,-74.00366777251583,4.0,838,italian
134,q8myw-sQtrmn0w-tKSC5cA,Cucina Alba,"511 W 18th St, New York, NY 10011",10011,40.7451419,-74.0069681,4.0,40,italian
135,pP4oS09iOB6qMaX3GkKSuQ,Avena UES,"22 E 66th St, New York, NY 10065",10065,40.767957,-73.968759,4.0,38,italian
136,Vs8kQ4R381y27AH018gLpg,Supper,"156 E 2nd St, New York, NY 10009",10009,40.72290786539601,-73.98520720537888,4.0,1460,italian
137,xbrQ2dHuQoFJmNxAuOky4A,Vic's,"31 Great Jones St, New York, NY 10012",10012,40.72693,-73.99319,4.0,565,italian
138,7_hGsGEkHrjgAiYVjrCFnw,Carbone,"181 Thompson St, New York, NY 10012",10012,40.728,-74.0001497,4.0,1554,italian
139,zzJA5P32V9MIHIMBIyasJw,Dante West Village,"551 Hudson St, New York, NY 10014",10014,40.735202,-74.006251,4.0,182,italian
140,FebvtuoXRQ8h8CZMe8NeYw,B'artusi,"520 Hudson St, New York, NY 10014",10014,40.73401,-74.00607,4.0,29,italian
141,T5dgMOv1iNY-z2ibeFQZgA,Il Monello,"337 East 49th St, New York, NY 10017",10017,40.753779846700596,-73.9674672,5.0,6,italian
142,Z6WOPnG83sgn65SmeyGqAw,L'Artista Italian Kitchen & Bar,"142 Hamilton Pl, New York, NY 10031",10031,40.824373,-73.948669,4.0,38,italian
143,tRzgMtWOQfGUocgxjQgUvg,Little Italy Pizza,"958 3rd Ave, New York, NY 10022",10022,40.7605713,-73.9674812,3.5,82,italian
144,3xOs6rJGDSi6T8f-XiTg7w,Serafina Cafe,"58th St 7th Ave, New York, NY 10019",10019,40.76493,-73.98047,4.0,14,italian
